,date,price_usd
2066,2025-08-29,64.36
2067,2025-08-30,64.36
2068,2025-08-31,64.36
2069,2025-09-01,64.36
2070,2025-09-02,65.95
2071,2025-09-03,64.36
2072,2025-09-04,63.81
2073,2025-09-05,62.22
2074,2025-09-06,62.22
2075,2025-09-07,62.22
2076,2025-09-08,62.6
2077,2025-09-09,62.97
2078,2025-09-10,64.01
2079,2025-09-11,62.71
2080,2025-09-12,63.02
2081,2025-09-13,63.02
2082,2025-09-14,63.02
2083,2025-09-15,63.66
2084,2025-09-16,64.89
2085,2025-09-17,64.41
2086,2025-09-18,63.91
2087,2025-09-19,63.02
2088,2025-09-20,63.02
2089,2025-09-21,63.02
2090,2025-09-22,62.99
2091,2025-09-23,63.76
2092,2025-09-24,65.4
2093,2025-09-25,65.51
2094,2025-09-26,66.5
2095,2025-09-27,66.5
2096,2025-09-28,66.5
2097,2025-09-29,64.27
2098,2025-09-30,63.17
2099,2025-10-01,62.59
2100,2025-10-02,61.28
2101,2025-10-03,61.65
2102,2025-10-04,61.65
2103,2025-10-05,61.65
2104,2025-10-06,62.49
2105,2025-10-07,62.52
2106,2025-10-08,63.37
2107,2025-10-09,62.36
2108,2025-10-10,59.75
2109,2025-10-11,59.75
2110,2025-10-12,59.75
2111,2025-10-13,59.75
2112,2025-10-14,59.52
2113,2025-10-15,59.08
2114,2025-10-16,58.29
2115,2025-10-17,58.3
2116,2025-10-18,58.3
2117,2025-10-19,58.3
2118,2025-10-20,58.34
2119,2025-10-21,58.66
2120,2025-10-22,59.3
2121,2025-10-23,62.44
2122,2025-10-24,62.27
2123,2025-10-25,62.27
2124,2025-10-26,62.27
2125,2025-10-27,62.13
2126,2025-10-28,60.97
2127,2025-10-29,61.26
2128,2025-10-30,61.36
2129,2025-10-31,61.75
2130,2025-11-01,61.75
2131,2025-11-02,61.75
2132,2025-11-03,61.79
2133,2025-11-04,61.38
2134,2025-11-05,60.4
2135,2025-11-06,60.24
2136,2025-11-07,60.54
2137,2025-11-08,60.54
2138,2025-11-09,60.54
2139,2025-11-10,60.94
2140,2025-11-11,60.94
2141,2025-11-12,59.3
2142,2025-11-13,59.54
2143,2025-11-14,60.87
2144,2025-11-15,60.87
2145,2025-11-16,60.87
2146,2025-11-17,60.66
2147,2025-11-18,61.51
2148,2025-11-19,60.27
2149,2025-11-20,60.07
2150,2025-11-21,58.86
2151,2025-11-22,58.86
2152,2025-11-23,58.86
2153,2025-11-24,59.11
2154,2025-11-25,58.25
2155,2025-11-26,58.81
2156,2025-11-27,58.81
2157,2025-11-28,58.58
2158,2025-11-29,58.58
2159,2025-11-30,58.58
2160,2025-12-01,59.47
2161,2025-12-02,58.81
2162,2025-12-03,59.09
2163,2025-12-04,59.82
2164,2025-12-05,60.23
2165,2025-12-06,60.23
2166,2025-12-07,60.23
2167,2025-12-08,59.04
2168,2025-12-09,58.4
2169,2025-12-10,58.67
2170,2025-12-11,57.76
2171,2025-12-12,57.61
2172,2025-12-13,57.61
2173,2025-12-14,57.61
2174,2025-12-15,56.97
2175,2025-12-16,55.44
2176,2025-12-17,56.07
2177,2025-12-18,56.22
2178,2025-12-19,56.8
2179,2025-12-20,56.8
2180,2025-12-21,56.8
2181,2025-12-22,58.18
2182,2025-12-23,58.55
2183,2025-12-24,58.72
2184,2025-12-25,58.72
2185,2025-12-26,56.6
2186,2025-12-27,56.6
2187,2025-12-28,56.6
2188,2025-12-29,57.89
2189,2025-12-30,57.79
2190,2025-12-31,57.26
2191,2026-01-01,57.26
2192,2026-01-02,57.21
2193,2026-01-03,57.21
2194,2026-01-04,57.21
2195,2026-01-05,58.1
2196,2026-01-06,56.97
2197,2026-01-07,56.01
2198,2026-01-08,57.74
2199,2026-01-09,58.96
2200,2026-01-10,58.96
2201,2026-01-11,58.96
2202,2026-01-12,59.39
2203,2026-01-13,60.85
2204,2026-01-14,61.84
2205,2026-01-15,59.13
2206,2026-01-16,59.4
2207,2026-01-17,59.4
2208,2026-01-18,59.4
2209,2026-01-19,59.4
2210,2026-01-20,60.3
