,country,code,year,illiteracy_rate,literacy_rate,invalid_literacy_flag,literacy_rate_outlier_flag,illiteracy_rate_outlier_flag
1202,Morocco,MAR,2014,24.0,76.0,False,False,False
1205,Mozambique,MOZ,1997,61.0,39.0,False,False,False
1206,Mozambique,MOZ,2003,52.0,48.0,False,False,False
1207,Mozambique,MOZ,2009,49.0,51.0,False,False,False
1208,Mozambique,MOZ,2015,44.0,56.0,False,False,False
1209,Mozambique,MOZ,2017,39.0,61.0,False,False,False
1210,Mozambique,MOZ,2020,40.0,60.0,False,False,False
1217,Myanmar,MMR,2000,10.0,90.0,False,False,False
1218,Myanmar,MMR,2014,10.0,90.0,False,False,False
1219,Myanmar,MMR,2019,11.0,89.0,False,False,False
1220,Namibia,NAM,1991,24.0,76.0,False,False,False
1221,Namibia,NAM,2001,15.0,85.0,False,False,False
1222,Namibia,NAM,2011,12.0,88.0,False,False,False
1224,Nauru,NRU,2023,3.4134598,96.58654,False,False,False
1227,Nepal,NPL,1991,67.0,33.0,False,True,True
1228,Nepal,NPL,2001,51.0,49.0,False,False,False
1229,Nepal,NPL,2011,40.0,60.0,False,False,False
1230,Nepal,NPL,2016,34.498993,65.50101,False,False,False
1231,Nepal,NPL,2019,31.287498,68.7125,False,False,False
1241,New Caledonia,NCL,1996,4.0,96.0,False,False,False
1244,Nicaragua,NIC,2001,23.0,77.0,False,False,False
1245,Nicaragua,NIC,2005,22.0,78.0,False,False,False
1246,Niger,NER,2001,86.0,14.0,False,True,True
1247,Niger,NER,2005,71.0,29.0,False,True,True
1248,Niger,NER,2012,69.0,31.0,False,True,True
1249,Niger,NER,2018,66.952545,33.04745,False,True,True
1250,Niger,NER,2022,64.39029,35.60971,False,True,True
1252,Nigeria,NGA,1991,45.0,55.0,False,False,False
1253,Nigeria,NGA,2003,45.0,55.0,False,False,False
1254,Nigeria,NGA,2006,30.0,70.0,False,False,False
1255,Nigeria,NGA,2016,41.77866,58.22134,False,False,False
1256,Nigeria,NGA,2021,36.84446,63.15554,False,False,False
1271,North Korea,PRK,2008,0.0,100.0,False,False,False
1272,North Macedonia,MKD,1994,6.0,94.0,False,False,False
1273,North Macedonia,MKD,2002,4.0,96.0,False,False,False
1349,Oman,OMN,2003,34.0,66.0,False,False,False
1350,Oman,OMN,2008,13.0,87.0,False,False,False
1351,Oman,OMN,2010,13.0,87.0,False,False,False
1352,Oman,OMN,2015,7.0,93.0,False,False,False
1353,Oman,OMN,2017,4.0,96.0,False,False,False
1354,Oman,OMN,2018,4.0,96.0,False,False,False
1355,Oman,OMN,2020,3.0,97.0,False,False,False
1356,Oman,OMN,2022,3.0,97.0,False,False,False
1359,Pakistan,PAK,1998,57.0,43.0,False,False,False
1360,Pakistan,PAK,2005,50.0,50.0,False,False,False
1361,Pakistan,PAK,2006,46.0,54.0,False,False,False
1362,Pakistan,PAK,2007,48.0,52.0,False,False,False
1363,Pakistan,PAK,2008,44.0,56.0,False,False,False
1364,Pakistan,PAK,2009,45.0,55.0,False,False,False
1365,Pakistan,PAK,2010,45.0,55.0,False,False,False
1366,Pakistan,PAK,2011,45.0,55.0,False,False,False
1367,Pakistan,PAK,2012,43.0,57.0,False,False,False
1368,Pakistan,PAK,2013,44.0,56.0,False,False,False
1369,Pakistan,PAK,2014,43.0,57.0,False,False,False
1370,Pakistan,PAK,2017,41.0,59.0,False,False,False
1371,Pakistan,PAK,2018,43.0,57.0,False,False,False
1372,Pakistan,PAK,2019,42.0,58.0,False,False,False
1373,Pakistan,PAK,2021,41.1439,58.8561,False,False,False
1375,Palau,PLW,2013,0.0,100.0,False,False,False
1376,Palau,PLW,2015,3.0,97.0,False,False,False
1377,Palestine,PSE,1997,14.0,86.0,False,False,False
1378,Palestine,PSE,2004,8.0,92.0,False,False,False
1379,Palestine,PSE,2006,7.0,93.0,False,False,False
1380,Palestine,PSE,2007,6.0,94.0,False,False,False
1381,Palestine,PSE,2008,6.0,94.0,False,False,False
1382,Palestine,PSE,2009,6.0,94.0,False,False,False
1383,Palestine,PSE,2010,5.0,95.0,False,False,False
1384,Palestine,PSE,2011,5.0,95.0,False,False,False
1385,Palestine,PSE,2012,4.0,96.0,False,False,False
1386,Palestine,PSE,2013,4.0,96.0,False,False,False
1387,Palestine,PSE,2014,4.0,96.0,False,False,False
1388,Palestine,PSE,2015,4.0,96.0,False,False,False
1389,Palestine,PSE,2016,3.0,97.0,False,False,False
1390,Palestine,PSE,2017,3.0,97.0,False,False,False
1391,Palestine,PSE,2018,3.0,97.0,False,False,False
1392,Palestine,PSE,2019,3.0,97.0,False,False,False
1393,Palestine,PSE,2020,2.0,98.0,False,False,False
1394,Palestine,PSE,2022,2.0,98.0,False,False,False
1397,Panama,PAN,1990,11.0,89.0,False,False,False
1398,Panama,PAN,2000,8.0,92.0,False,False,False
1399,Panama,PAN,2010,6.0,94.0,False,False,False
1400,Panama,PAN,2018,5.0,95.0,False,False,False
1401,Panama,PAN,2019,4.0,96.0,False,False,False
1403,Papua New Guinea,PNG,2000,43.0,57.0,False,False,False
1404,Papua New Guinea,PNG,2017,29.936317,70.06368,False,False,False
1407,Paraguay,PRY,1992,10.0,90.0,False,False,False
1408,Paraguay,PRY,2007,5.0,95.0,False,False,False
1409,Paraguay,PRY,2008,7.0,93.0,False,False,False
1410,Paraguay,PRY,2009,6.0,94.0,False,False,False
1411,Paraguay,PRY,2010,6.0,94.0,False,False,False
1412,Paraguay,PRY,2012,6.0,94.0,False,False,False
1413,Paraguay,PRY,2013,5.0,95.0,False,False,False
1414,Paraguay,PRY,2014,5.0,95.0,False,False,False
1415,Paraguay,PRY,2015,4.0,96.0,False,False,False
1416,Paraguay,PRY,2016,5.0,95.0,False,False,False
1417,Paraguay,PRY,2018,6.0,94.0,False,False,False
1418,Paraguay,PRY,2019,7.0,93.0,False,False,False
1419,Paraguay,PRY,2020,5.0,95.0,False,False,False
1422,Peru,PER,1993,13.0,87.0,False,False,False
1423,Peru,PER,2004,12.0,88.0,False,False,False
1424,Peru,PER,2005,12.0,88.0,False,False,False
1425,Peru,PER,2006,11.0,89.0,False,False,False
1426,Peru,PER,2007,10.0,90.0,False,False,False
1427,Peru,PER,2012,6.0,94.0,False,False,False
1428,Peru,PER,2014,6.0,94.0,False,False,False
1429,Peru,PER,2015,6.0,94.0,False,False,False
1430,Peru,PER,2016,6.0,94.0,False,False,False
1431,Peru,PER,2017,6.0,94.0,False,False,False
1432,Peru,PER,2018,6.0,94.0,False,False,False
1433,Peru,PER,2020,6.0,94.0,False,False,False
1439,Philippines,PHL,1990,6.0,94.0,False,False,False
1440,Philippines,PHL,1994,6.0,94.0,False,False,False
1441,Philippines,PHL,2000,7.0,93.0,False,False,False
1442,Philippines,PHL,2003,7.0,93.0,False,False,False
1443,Philippines,PHL,2008,5.0,95.0,False,False,False
1444,Philippines,PHL,2013,4.0,96.0,False,False,False
1445,Philippines,PHL,2015,2.0,98.0,False,False,False
1446,Philippines,PHL,2019,4.0,96.0,False,False,False
1447,Philippines,PHL,2020,2.0,98.0,False,False,False
1461,Portugal,PRT,1991,12.0,88.0,False,False,False
1462,Portugal,PRT,2011,6.0,94.0,False,False,False
1465,Puerto Rico,PRI,1990,10.0,90.0,False,False,False
1466,Puerto Rico,PRI,2010,8.0,92.0,False,False,False
1467,Puerto Rico,PRI,2017,8.0,92.0,False,False,False
1470,Qatar,QAT,1997,17.0,83.0,False,False,False
1471,Qatar,QAT,2004,11.0,89.0,False,False,False
1472,Qatar,QAT,2007,7.0,93.0,False,False,False
1473,Qatar,QAT,2008,6.0,94.0,False,False,False
1474,Qatar,QAT,2009,5.0,95.0,False,False,False
1475,Qatar,QAT,2010,4.0,96.0,False,False,False
1476,Qatar,QAT,2011,4.0,96.0,False,False,False
1477,Qatar,QAT,2012,3.0,97.0,False,False,False
1478,Qatar,QAT,2013,3.0,97.0,False,False,False
1479,Qatar,QAT,2014,2.0,98.0,False,False,False
1483,Romania,ROU,1992,3.0,97.0,False,False,False
1484,Romania,ROU,2002,3.0,97.0,False,False,False
1485,Romania,ROU,2011,1.0,99.0,False,False,False
1486,Romania,ROU,2021,1.0,99.0,False,False,False
1488,Russia,RUS,2002,1.0,99.0,False,False,False
1489,Russia,RUS,2010,0.0,100.0,False,False,False
1490,Russia,RUS,2021,0.0,100.0,False,False,False
1493,Rwanda,RWA,1991,42.0,58.0,False,False,False
1494,Rwanda,RWA,2000,35.0,65.0,False,False,False
1495,Rwanda,RWA,2012,32.0,68.0,False,False,False
1496,Rwanda,RWA,2014,29.0,71.0,False,False,False
1497,Rwanda,RWA,2018,27.0,73.0,False,False,False
1498,Rwanda,RWA,2020,19.949142,80.05086,False,False,False
1499,Rwanda,RWA,2022,21.0,79.0,False,False,False
1501,Saint Helena,SHN,1998,3.0,97.0,False,False,False
1506,Samoa,WSM,1991,2.0,98.0,False,False,False
1507,Samoa,WSM,2011,1.0,99.0,False,False,False
1508,Samoa,WSM,2016,1.0,99.0,False,False,False
1509,Samoa,WSM,2019,2.0097427,97.99026,False,False,False
1511,San Marino,SMR,2022,0.0,100.0,False,False,False
1514,Sao Tome and Principe,STP,1991,27.0,73.0,False,False,False
1515,Sao Tome and Principe,STP,2001,15.0,85.0,False,False,False
1516,Sao Tome and Principe,STP,2012,10.0,90.0,False,False,False
1517,Sao Tome and Principe,STP,2019,12.561539,87.43846,False,False,False
1519,Saudi Arabia,SAU,1992,29.0,71.0,False,False,False
1520,Saudi Arabia,SAU,2000,21.0,79.0,False,False,False
1521,Saudi Arabia,SAU,2004,17.0,83.0,False,False,False
1522,Saudi Arabia,SAU,2013,6.0,94.0,False,False,False
1523,Saudi Arabia,SAU,2017,5.0,95.0,False,False,False
1524,Saudi Arabia,SAU,2020,2.0,98.0,False,False,False
1527,Senegal,SEN,2002,61.0,39.0,False,False,False
1528,Senegal,SEN,2006,58.0,42.0,False,False,False
1529,Senegal,SEN,2009,52.0,48.0,False,False,False
1530,Senegal,SEN,2011,48.0,52.0,False,False,False
1531,Senegal,SEN,2013,56.0,44.0,False,False,False
1532,Senegal,SEN,2015,56.40727,43.59273,False,False,False
1533,Senegal,SEN,2016,53.90036,46.09964,False,False,False
1534,Senegal,SEN,2017,48.0,52.0,False,False,False
1535,Senegal,SEN,2018,53.39409,46.60591,False,False,False
1536,Senegal,SEN,2019,53.16633,46.83367,False,False,False
1537,Senegal,SEN,2023,49.64418,50.35582,False,False,False
1538,Serbia,SRB,2003,4.0,96.0,False,False,False
1539,Serbia,SRB,2011,2.0,98.0,False,False,False
1540,Serbia,SRB,2016,1.0,99.0,False,False,False
1541,Serbia,SRB,2019,1.0,99.0,False,False,False
1544,Seychelles,SYC,1994,12.0,88.0,False,False,False
1545,Seychelles,SYC,2002,8.0,92.0,False,False,False
1546,Seychelles,SYC,2010,6.0,94.0,False,False,False
1548,Sierra Leone,SLE,2004,65.0,35.0,False,True,True
1549,Sierra Leone,SLE,2017,55.16682,44.83318,False,False,False
1550,Sierra Leone,SLE,2019,56.42222,43.57778,False,False,False
1553,Singapore,SGP,1990,11.0,89.0,False,False,False
1554,Singapore,SGP,2000,7.0,93.0,False,False,False
1555,Singapore,SGP,2010,4.0,96.0,False,False,False
1556,Singapore,SGP,2011,4.0,96.0,False,False,False
1557,Singapore,SGP,2012,4.0,96.0,False,False,False
1558,Singapore,SGP,2013,3.0,97.0,False,False,False
1559,Singapore,SGP,2014,3.0,97.0,False,False,False
1560,Singapore,SGP,2015,3.0,97.0,False,False,False
1561,Singapore,SGP,2016,3.0,97.0,False,False,False
1562,Singapore,SGP,2017,3.0,97.0,False,False,False
1563,Singapore,SGP,2018,3.0,97.0,False,False,False
1564,Singapore,SGP,2019,3.0,97.0,False,False,False
1565,Singapore,SGP,2020,3.0,97.0,False,False,False
1566,Singapore,SGP,2021,2.0,98.0,False,False,False
1567,Slovenia,SVN,1991,0.0,100.0,False,False,False
1569,Solomon Islands,SLB,1999,23.0,77.0,False,False,False
1570,Somalia,SOM,2022,46.0,54.0,False,False,False
1574,South Africa,ZAF,1996,18.0,82.0,False,False,False
1575,South Africa,ZAF,2007,11.0,89.0,False,False,False
1576,South Africa,ZAF,2009,7.0,93.0,False,False,False
1577,South Africa,ZAF,2010,7.0,93.0,False,False,False
1578,South Africa,ZAF,2011,7.0,93.0,False,False,False
1579,South Africa,ZAF,2012,6.0,94.0,False,False,False
1580,South Africa,ZAF,2014,6.0,94.0,False,False,False
1581,South Africa,ZAF,2015,6.0,94.0,False,False,False
1582,South Africa,ZAF,2016,8.262756,91.73724,False,False,False
1583,South Africa,ZAF,2017,13.0,87.0,False,False,False
1584,South Africa,ZAF,2019,5.0,95.0,False,False,False
1585,South Africa,ZAF,2021,10.0,90.0,False,False,False
1636,South Korea,KOR,2008,2.0,98.0,False,False,False
1637,South Sudan,SSD,2008,73.0,27.0,False,True,True
1648,Spain,ESP,1991,4.0,96.0,False,False,False
1649,Spain,ESP,2004,3.0,97.0,False,False,False
1650,Spain,ESP,2005,2.0,98.0,False,False,False
1651,Spain,ESP,2006,2.0,98.0,False,False,False
1652,Spain,ESP,2007,2.0,98.0,False,False,False
1653,Spain,ESP,2008,2.0,98.0,False,False,False
1654,Spain,ESP,2009,2.0,98.0,False,False,False
1655,Spain,ESP,2010,2.0,98.0,False,False,False
1656,Spain,ESP,2011,2.0,98.0,False,False,False
1657,Spain,ESP,2012,2.0,98.0,False,False,False
1658,Spain,ESP,2013,2.0,98.0,False,False,False
1659,Spain,ESP,2014,2.0,98.0,False,False,False
1660,Spain,ESP,2015,2.0,98.0,False,False,False
1661,Spain,ESP,2016,2.0,98.0,False,False,False
1662,Spain,ESP,2018,2.0,98.0,False,False,False
1663,Spain,ESP,2020,1.0,99.0,False,False,False
1664,Spain,ESP,2021,0.0,100.0,False,False,False
1671,Sri Lanka,LKA,2001,9.0,91.0,False,False,False
1672,Sri Lanka,LKA,2006,9.0,91.0,False,False,False
1673,Sri Lanka,LKA,2008,9.0,91.0,False,False,False
1674,Sri Lanka,LKA,2010,9.0,91.0,False,False,False
1675,Sri Lanka,LKA,2016,8.0,92.0,False,False,False
1676,Sri Lanka,LKA,2017,8.0,92.0,False,False,False
1677,Sri Lanka,LKA,2018,8.0,92.0,False,False,False
1678,Sri Lanka,LKA,2019,8.0,92.0,False,False,False
1679,Sri Lanka,LKA,2020,8.0,92.0,False,False,False
1680,Sri Lanka,LKA,2021,8.0,92.0,False,False,False
1681,Sri Lanka,LKA,2022,8.0,92.0,False,False,False
1682,Sri Lanka,LKA,2023,7.0,93.0,False,False,False
1763,Sudan,SDN,2000,39.0,61.0,False,False,False
1764,Sudan,SDN,2008,46.0,54.0,False,False,False
1766,Suriname,SUR,2004,10.0,90.0,False,False,False
1767,Suriname,SUR,2008,5.0,95.0,False,False,False
1768,Suriname,SUR,2010,5.0,95.0,False,False,False
1769,Suriname,SUR,2012,7.0,93.0,False,False,False
1778,Syria,SYR,2002,17.0,83.0,False,False,False
1779,Syria,SYR,2004,19.0,81.0,False,False,False
1780,Syria,SYR,2021,6.0,94.0,False,False,False
1782,Tajikistan,TJK,2000,1.0,99.0,False,False,False
1785,Tanzania,TZA,2002,31.0,69.0,False,False,False
1786,Tanzania,TZA,2012,22.0,78.0,False,False,False
1787,Tanzania,TZA,2015,22.0,78.0,False,False,False
1790,Thailand,THA,2000,7.0,93.0,False,False,False
1791,Thailand,THA,2005,6.0,94.0,False,False,False
1792,Thailand,THA,2010,4.0,96.0,False,False,False
1793,Thailand,THA,2013,6.0,94.0,False,False,False
1794,Thailand,THA,2015,7.0,93.0,False,False,False
1795,Thailand,THA,2016,8.0186,91.9814,False,False,False
1796,Thailand,THA,2018,6.0,94.0,False,False,False
1797,Thailand,THA,2019,8.73085,91.26915,False,False,False
1798,Thailand,THA,2022,8.900131,91.09987,False,False,False
1800,Togo,TGO,2000,47.0,53.0,False,False,False
1801,Togo,TGO,2006,43.0,57.0,False,False,False
1802,Togo,TGO,2009,43.0,57.0,False,False,False
1803,Togo,TGO,2011,40.0,60.0,False,False,False
1804,Togo,TGO,2015,36.0,64.0,False,False,False
1805,Togo,TGO,2019,33.0,67.0,False,False,False
1806,Togo,TGO,2022,27.404114,72.59589,False,False,False
1810,Tonga,TON,1996,1.0,99.0,False,False,False
1811,Tonga,TON,2006,1.0,99.0,False,False,False
1812,Tonga,TON,2011,1.0,99.0,False,False,False
1813,Tonga,TON,2016,3.0,97.0,False,False,False
1814,Tonga,TON,2019,8.9483795,91.05162,False,False,False
1817,Trinidad and Tobago,TTO,1990,3.0,97.0,False,False,False
1820,Tunisia,TUN,2004,26.0,74.0,False,False,False
1821,Tunisia,TUN,2007,23.0,77.0,False,False,False
1822,Tunisia,TUN,2008,22.0,78.0,False,False,False
1823,Tunisia,TUN,2010,21.0,79.0,False,False,False
1824,Tunisia,TUN,2011,20.0,80.0,False,False,False
1825,Tunisia,TUN,2012,20.0,80.0,False,False,False
1826,Tunisia,TUN,2014,21.0,79.0,False,False,False
1827,Tunisia,TUN,2018,20.524887,79.47511,False,False,False
1828,Tunisia,TUN,2019,19.0,81.0,False,False,False
1829,Tunisia,TUN,2021,16.317368,83.68263,False,False,False
1830,Tunisia,TUN,2023,13.753181,86.24682,False,False,False
1838,Turkey,TUR,1990,21.0,79.0,False,False,False
1839,Turkey,TUR,2004,13.0,87.0,False,False,False
1840,Turkey,TUR,2005,12.0,88.0,False,False,False
1841,Turkey,TUR,2006,12.0,88.0,False,False,False
1842,Turkey,TUR,2007,11.0,89.0,False,False,False
1843,Turkey,TUR,2009,9.0,91.0,False,False,False
1844,Turkey,TUR,2010,7.0,93.0,False,False,False
1845,Turkey,TUR,2011,6.0,94.0,False,False,False
1846,Turkey,TUR,2012,5.0,95.0,False,False,False
1847,Turkey,TUR,2013,5.0,95.0,False,False,False
1848,Turkey,TUR,2014,5.0,95.0,False,False,False
1849,Turkey,TUR,2015,4.0,96.0,False,False,False
1850,Turkey,TUR,2016,4.0,96.0,False,False,False
1851,Turkey,TUR,2017,4.0,96.0,False,False,False
1852,Turkey,TUR,2019,3.0,97.0,False,False,False
1853,Turkey,TUR,2021,3.0,97.0,False,False,False
1854,Turkmenistan,TKM,1995,1.0,99.0,False,False,False
1857,Uganda,UGA,1991,44.0,56.0,False,False,False
1858,Uganda,UGA,2002,32.0,68.0,False,False,False
1859,Uganda,UGA,2006,29.0,71.0,False,False,False
1860,Uganda,UGA,2010,27.0,73.0,False,False,False
1861,Uganda,UGA,2012,30.0,70.0,False,False,False
1862,Uganda,UGA,2016,30.898682,69.10132,False,False,False
1863,Ukraine,UKR,2001,1.0,99.0,False,False,False
1866,United Arab Emirates,ARE,2005,10.0,90.0,False,False,False
1867,United Arab Emirates,ARE,2019,2.0,98.0,False,False,False
1868,United Arab Emirates,ARE,2021,2.0,98.0,False,False,False
1869,United Arab Emirates,ARE,2022,2.0,98.0,False,False,False
1870,United Arab Emirates,ARE,2023,2.0,98.0,False,False,False
1934,Uruguay,URY,1996,3.0,97.0,False,False,False
1935,Uruguay,URY,2006,2.0,98.0,False,False,False
1936,Uruguay,URY,2007,2.0,98.0,False,False,False
1937,Uruguay,URY,2008,2.0,98.0,False,False,False
1938,Uruguay,URY,2009,2.0,98.0,False,False,False
1939,Uruguay,URY,2010,2.0,98.0,False,False,False
1940,Uruguay,URY,2011,2.0,98.0,False,False,False
1941,Uruguay,URY,2012,2.0,98.0,False,False,False
1942,Uruguay,URY,2013,2.0,98.0,False,False,False
1943,Uruguay,URY,2014,2.0,98.0,False,False,False
1944,Uruguay,URY,2015,1.0,99.0,False,False,False
1945,Uruguay,URY,2016,1.0,99.0,False,False,False
1946,Uruguay,URY,2017,1.0,99.0,False,False,False
1947,Uruguay,URY,2018,1.0,99.0,False,False,False
1948,Uruguay,URY,2019,1.0,99.0,False,False,False
1949,Uruguay,URY,2022,1.0,99.0,False,False,False
1950,Uzbekistan,UZB,2000,1.0,99.0,False,False,False
1951,Uzbekistan,UZB,2013,0.0,100.0,False,False,False
1952,Uzbekistan,UZB,2014,0.0,100.0,False,False,False
1953,Uzbekistan,UZB,2015,0.0,100.0,False,False,False
1954,Uzbekistan,UZB,2016,0.0,100.0,False,False,False
1955,Uzbekistan,UZB,2018,0.0,100.0,False,False,False
1956,Uzbekistan,UZB,2019,0.0,100.0,False,False,False
1957,Uzbekistan,UZB,2021,0.0,100.0,False,False,False
1958,Uzbekistan,UZB,2022,0.0,100.0,False,False,False
1961,Vanuatu,VUT,1999,26.0,74.0,False,False,False
1962,Vanuatu,VUT,2023,12.0396805,87.96032,False,False,False
1965,Venezuela,VEN,1990,10.0,90.0,False,False,False
1966,Venezuela,VEN,2001,7.0,93.0,False,False,False
1967,Venezuela,VEN,2007,5.0,95.0,False,False,False
1968,Venezuela,VEN,2009,4.0,96.0,False,False,False
1969,Venezuela,VEN,2011,5.0,95.0,False,False,False
1970,Venezuela,VEN,2015,3.0,97.0,False,False,False
1971,Venezuela,VEN,2016,3.0,97.0,False,False,False
1975,Vietnam,VNM,1999,10.0,90.0,False,False,False
1976,Vietnam,VNM,2000,10.0,90.0,False,False,False
1977,Vietnam,VNM,2009,6.0,94.0,False,False,False
1978,Vietnam,VNM,2019,4.0,96.0,False,False,False
1979,Vietnam,VNM,2022,4.0,96.0,False,False,False
2044,Yemen,YEM,1994,63.0,37.0,False,True,True
2049,Zambia,ZMB,1990,35.0,65.0,False,False,False
2050,Zambia,ZMB,1999,32.0,68.0,False,False,False
2051,Zambia,ZMB,2002,31.0,69.0,False,False,False
2052,Zambia,ZMB,2010,17.0,83.0,False,False,False
2053,Zambia,ZMB,2018,28.867699,71.1323,False,False,False
2057,Zimbabwe,ZWE,1992,16.0,84.0,False,False,False
2058,Zimbabwe,ZWE,2019,6.7724533,93.22755,False,False,False
