,country,code,year,adult_literacy_rate,youth_literacy_rate_M,youth_literacy_rate_F,continent,invalid_literacy_flag,adult_literacy_rate_outlier_flag,youth_literacy_rate_M_outlier_flag,youth_literacy_rate_F_outlier_flag
1346,Pakistan,PAK,2010,55.0,80.0,62.0,Asia,False,False,False,True
1347,Pakistan,PAK,2011,55.0,78.0,63.0,Asia,False,False,False,True
1348,Pakistan,PAK,2012,57.0,80.0,64.0,Asia,False,False,False,False
1349,Pakistan,PAK,2013,56.0,79.0,63.0,Asia,False,False,False,True
1350,Pakistan,PAK,2014,57.0,80.0,66.0,Asia,False,False,False,False
1351,Pakistan,PAK,2017,59.0,81.0,68.0,Asia,False,False,False,False
1352,Pakistan,PAK,2018,57.0,80.0,64.0,Asia,False,False,False,False
1353,Pakistan,PAK,2019,58.0,80.0,65.0,Asia,False,False,False,False
1354,Pakistan,PAK,2021,58.8561,79.45763,66.52292,Asia,False,False,False,False
1356,Palau,PLW,2013,100.0,100.0,100.0,Oceania,False,False,False,False
1357,Palau,PLW,2015,97.0,98.0,99.0,Oceania,False,False,False,False
1358,Palestine,PSE,1997,86.0,97.0,97.0,Asia,False,False,False,False
1359,Palestine,PSE,2004,92.0,99.0,99.0,Asia,False,False,False,False
1360,Palestine,PSE,2006,93.0,99.0,99.0,Asia,False,False,False,False
1361,Palestine,PSE,2007,94.0,99.0,99.0,Asia,False,False,False,False
1362,Palestine,PSE,2008,94.0,99.0,99.0,Asia,False,False,False,False
1363,Palestine,PSE,2009,94.0,99.0,99.0,Asia,False,False,False,False
1364,Palestine,PSE,2010,95.0,99.0,99.0,Asia,False,False,False,False
1365,Palestine,PSE,2011,95.0,99.0,99.0,Asia,False,False,False,False
1366,Palestine,PSE,2012,96.0,99.0,99.0,Asia,False,False,False,False
1367,Palestine,PSE,2013,96.0,99.0,99.0,Asia,False,False,False,False
1368,Palestine,PSE,2014,96.0,99.0,99.0,Asia,False,False,False,False
1369,Palestine,PSE,2015,96.0,99.0,99.0,Asia,False,False,False,False
1370,Palestine,PSE,2016,97.0,99.0,99.0,Asia,False,False,False,False
1371,Palestine,PSE,2017,97.0,99.0,99.0,Asia,False,False,False,False
1372,Palestine,PSE,2018,97.0,99.0,99.0,Asia,False,False,False,False
1373,Palestine,PSE,2019,97.0,99.0,99.0,Asia,False,False,False,False
1374,Palestine,PSE,2020,98.0,99.0,99.0,Asia,False,False,False,False
1375,Palestine,PSE,2022,98.0,99.0,99.0,Asia,False,False,False,False
1377,Panama,PAN,1990,89.0,95.0,95.0,North America,False,False,False,False
1378,Panama,PAN,2000,92.0,97.0,96.0,North America,False,False,False,False
1379,Panama,PAN,2010,94.0,98.0,97.0,North America,False,False,False,False
1380,Panama,PAN,2014,94.2,98.4,97.6,North America,False,False,False,False
1381,Panama,PAN,2015,94.4,98.4,98.1,North America,False,False,False,False
1382,Panama,PAN,2016,94.6,99.1,98.4,North America,False,False,False,False
1383,Panama,PAN,2017,94.8,99.3,98.8,North America,False,False,False,False
1384,Panama,PAN,2018,95.0,99.3,98.9,North America,False,False,False,False
1385,Panama,PAN,2019,96.0,98.9,98.9,North America,False,False,False,False
1386,Panama,PAN,2021,96.0,99.3,99.2,North America,False,False,False,False
1387,Panama,PAN,2022,96.0,99.4,99.3,North America,False,False,False,False
1388,Panama,PAN,2023,96.0,98.8,98.9,North America,False,False,False,False
1389,Papua New Guinea,PNG,2000,57.0,69.0,64.0,Oceania,False,False,True,False
1390,Papua New Guinea,PNG,2017,70.06368,87.25939,78.08662,Oceania,False,False,False,False
1392,Paraguay,PRY,1992,90.0,96.0,95.0,South America,False,False,False,False
1393,Paraguay,PRY,2001,90.71428571428571,95.7,95.6,South America,False,False,False,False
1394,Paraguay,PRY,2002,91.42857142857143,97.6,97.3,South America,False,False,False,False
1395,Paraguay,PRY,2003,92.14285714285714,97.3,97.5,South America,False,False,False,False
1396,Paraguay,PRY,2004,92.85714285714286,97.3,97.2,South America,False,False,False,False
1397,Paraguay,PRY,2005,93.57142857142857,97.6,98.1,South America,False,False,False,False
1398,Paraguay,PRY,2006,94.28571428571429,98.4,97.9,South America,False,False,False,False
1399,Paraguay,PRY,2007,95.0,98.6,98.8,South America,False,False,False,False
1400,Paraguay,PRY,2008,93.0,97.6,98.2,South America,False,False,False,False
1401,Paraguay,PRY,2009,94.0,98.0,99.0,South America,False,False,False,False
1402,Paraguay,PRY,2010,94.0,98.5,98.6,South America,False,False,False,False
1403,Paraguay,PRY,2011,94.0,98.3,98.7,South America,False,False,False,False
1404,Paraguay,PRY,2012,94.0,98.3,98.1,South America,False,False,False,False
1405,Paraguay,PRY,2013,95.0,98.6,99.2,South America,False,False,False,False
1406,Paraguay,PRY,2014,95.0,99.0,98.5,South America,False,False,False,False
1407,Paraguay,PRY,2015,96.0,98.4,99.0,South America,False,False,False,False
1408,Paraguay,PRY,2016,95.0,98.2,98.7,South America,False,False,False,False
1409,Paraguay,PRY,2017,94.5,97.7,98.9,South America,False,False,False,False
1410,Paraguay,PRY,2018,94.0,97.7,98.9,South America,False,False,False,False
1411,Paraguay,PRY,2019,93.0,98.0,98.7,South America,False,False,False,False
1412,Paraguay,PRY,2020,95.0,98.6,98.7,South America,False,False,False,False
1413,Paraguay,PRY,2021,95.0,98.1,99.2,South America,False,False,False,False
1414,Paraguay,PRY,2022,95.0,98.5,98.8,South America,False,False,False,False
1415,Paraguay,PRY,2023,95.0,98.8,99.0,South America,False,False,False,False
1417,Peru,PER,1993,87.0,97.0,94.0,South America,False,False,False,False
1418,Peru,PER,2000,87.2,99.1,96.1,South America,False,False,False,False
1419,Peru,PER,2001,87.4,98.2,96.1,South America,False,False,False,False
1420,Peru,PER,2002,87.6,97.6,95.9,South America,False,False,False,False
1421,Peru,PER,2003,87.8,97.6,96.0,South America,False,False,False,False
1422,Peru,PER,2004,88.0,98.4,96.3,South America,False,False,False,False
1423,Peru,PER,2005,88.0,98.1,96.8,South America,False,False,False,False
1424,Peru,PER,2006,89.0,98.6,97.3,South America,False,False,False,False
1425,Peru,PER,2007,90.0,98.1,97.0,South America,False,False,False,False
1426,Peru,PER,2008,90.8,98.2,97.5,South America,False,False,False,False
1427,Peru,PER,2009,91.6,98.7,97.9,South America,False,False,False,False
1428,Peru,PER,2010,92.4,98.6,98.0,South America,False,False,False,False
1429,Peru,PER,2011,93.2,98.6,98.3,South America,False,False,False,False
1430,Peru,PER,2012,94.0,98.7,98.7,South America,False,False,False,False
1431,Peru,PER,2013,94.0,98.9,98.9,South America,False,False,False,False
1432,Peru,PER,2014,94.0,99.2,98.8,South America,False,False,False,False
1433,Peru,PER,2015,94.0,99.3,98.8,South America,False,False,False,False
1434,Peru,PER,2016,94.0,99.1,98.8,South America,False,False,False,False
1435,Peru,PER,2017,94.0,99.3,98.9,South America,False,False,False,False
1436,Peru,PER,2018,94.0,99.1,99.0,South America,False,False,False,False
1437,Peru,PER,2019,94.0,99.1,99.1,South America,False,False,False,False
1438,Peru,PER,2020,94.0,99.6,99.4,South America,False,False,False,False
1439,Peru,PER,2021,94.0,99.1,99.2,South America,False,False,False,False
1440,Peru,PER,2022,94.0,99.3,99.3,South America,False,False,False,False
1441,Peru,PER,2023,94.0,99.3,99.4,South America,False,False,False,False
1443,Philippines,PHL,1990,94.0,96.0,97.0,Asia,False,False,False,False
1444,Philippines,PHL,1994,94.0,96.0,96.0,Asia,False,False,False,False
1445,Philippines,PHL,2000,93.0,94.0,96.0,Asia,False,False,False,False
1446,Philippines,PHL,2003,93.0,94.0,97.0,Asia,False,False,False,False
1447,Philippines,PHL,2008,95.0,97.0,98.0,Asia,False,False,False,False
1448,Philippines,PHL,2013,96.0,97.0,99.0,Asia,False,False,False,False
1449,Philippines,PHL,2015,98.0,99.0,99.0,Asia,False,False,False,False
1450,Philippines,PHL,2017,97.0,100.0,100.0,Asia,False,False,False,False
1451,Philippines,PHL,2019,96.0,98.0,99.0,Asia,False,False,False,False
1452,Philippines,PHL,2020,98.0,99.0,99.0,Asia,False,False,False,False
1453,Philippines,PHL,2022,98.0,100.0,99.51506,Asia,False,False,False,False
1456,Portugal,PRT,1991,88.0,99.0,99.0,Europe,False,False,False,False
1457,Portugal,PRT,2011,94.0,99.0,99.0,Europe,False,False,False,False
1459,Puerto Rico,PRI,1990,90.0,92.0,94.0,North America,False,False,False,False
1460,Puerto Rico,PRI,2010,92.0,99.0,99.0,North America,False,False,False,False
1461,Puerto Rico,PRI,2017,92.0,92.0,92.0,North America,False,False,False,False
1463,Qatar,QAT,1997,83.0,94.0,96.0,Asia,False,False,False,False
1464,Qatar,QAT,2004,89.0,95.0,98.0,Asia,False,False,False,False
1465,Qatar,QAT,2007,93.0,99.0,99.0,Asia,False,False,False,False
1466,Qatar,QAT,2008,94.0,95.0,97.0,Asia,False,False,False,False
1467,Qatar,QAT,2009,95.0,98.0,98.0,Asia,False,False,False,False
1468,Qatar,QAT,2010,96.0,96.0,98.0,Asia,False,False,False,False
1469,Qatar,QAT,2011,96.0,98.0,99.0,Asia,False,False,False,False
1470,Qatar,QAT,2012,97.0,99.0,100.0,Asia,False,False,False,False
1471,Qatar,QAT,2013,97.0,99.0,99.0,Asia,False,False,False,False
1472,Qatar,QAT,2014,98.0,98.0,100.0,Asia,False,False,False,False
1474,Romania,ROU,1992,97.0,99.0,99.0,Europe,False,False,False,False
1475,Romania,ROU,2002,97.0,98.0,98.0,Europe,False,False,False,False
1476,Romania,ROU,2011,99.0,99.0,99.0,Europe,False,False,False,False
1477,Romania,ROU,2021,99.0,100.0,100.0,Europe,False,False,False,False
1479,Russia,RUS,2002,99.0,100.0,100.0,Europe,False,False,False,False
1480,Russia,RUS,2010,100.0,100.0,100.0,Europe,False,False,False,False
1481,Russia,RUS,2021,100.0,100.0,100.0,Europe,False,False,False,False
1483,Rwanda,RWA,1991,58.0,79.0,77.0,Africa,False,False,False,False
1484,Rwanda,RWA,2000,65.0,79.0,77.0,Africa,False,False,False,False
1485,Rwanda,RWA,2005,66.0,72.72,68.21,Africa,False,False,True,False
1486,Rwanda,RWA,2010,67.0,80.31,80.06,Africa,False,False,False,False
1487,Rwanda,RWA,2012,68.0,81.0,83.0,Africa,False,False,False,False
1488,Rwanda,RWA,2014,71.0,84.0,86.0,Africa,False,False,False,False
1489,Rwanda,RWA,2015,72.0,87.92002,89.17011,Africa,False,False,False,False
1490,Rwanda,RWA,2018,73.0,84.0,89.0,Africa,False,False,False,False
1491,Rwanda,RWA,2020,80.05086,90.36046,92.69652,Africa,False,False,False,False
1492,Rwanda,RWA,2022,79.0,88.0,92.0,Africa,False,False,False,False
1493,Saint Helena,SHN,1998,97.0,99.0,100.0,Africa,False,False,False,False
1497,Samoa,WSM,1991,98.0,99.0,99.0,Oceania,False,False,False,False
1498,Samoa,WSM,2011,99.0,99.0,99.0,Oceania,False,False,False,False
1499,Samoa,WSM,2016,99.0,100.0,100.0,Oceania,False,False,False,False
1500,Samoa,WSM,2019,97.99026,98.54096,99.55731,Oceania,False,False,False,False
1501,San Marino,SMR,2022,100.0,100.0,100.0,Europe,False,False,False,False
1503,Sao Tome and Principe,STP,1991,73.0,96.0,92.0,Africa,False,False,False,False
1504,Sao Tome and Principe,STP,2001,85.0,96.0,95.0,Africa,False,False,False,False
1505,Sao Tome and Principe,STP,2012,90.0,97.0,96.0,Africa,False,False,False,False
1506,Sao Tome and Principe,STP,2014,88.71923000000001,96.42510999999999,100.0,Africa,False,False,False,False
1507,Sao Tome and Principe,STP,2019,87.43846,95.85022,95.07206,Africa,False,False,False,False
1508,Saudi Arabia,SAU,1992,71.0,94.0,81.0,Asia,False,False,False,False
1509,Saudi Arabia,SAU,2000,79.0,98.0,94.0,Asia,False,False,False,False
1510,Saudi Arabia,SAU,2004,83.0,97.0,95.0,Asia,False,False,False,False
1511,Saudi Arabia,SAU,2013,94.0,99.0,99.0,Asia,False,False,False,False
1512,Saudi Arabia,SAU,2017,95.0,99.0,99.0,Asia,False,False,False,False
1513,Saudi Arabia,SAU,2020,98.0,100.0,99.0,Asia,False,False,False,False
1515,Senegal,SEN,2002,39.0,58.0,41.0,Africa,False,False,True,True
1516,Senegal,SEN,2005,40.5,57.43,34.01,Africa,False,False,True,True
1517,Senegal,SEN,2006,42.0,58.0,45.0,Africa,False,False,True,True
1518,Senegal,SEN,2009,48.0,72.0,55.0,Africa,False,False,True,True
1519,Senegal,SEN,2011,52.0,74.0,59.0,Africa,False,False,False,True
1520,Senegal,SEN,2013,44.0,63.0,51.0,Africa,False,False,True,True
1521,Senegal,SEN,2014,43.796365,63.45,51.06,Africa,False,False,True,True
1522,Senegal,SEN,2015,43.59273,65.78748,56.87536,Africa,False,False,True,True
1523,Senegal,SEN,2016,46.09964,69.407,59.88586,Africa,False,False,True,True
1524,Senegal,SEN,2017,52.0,76.0,64.0,Africa,False,False,False,False
1525,Senegal,SEN,2018,46.60591,66.22319,65.68582,Africa,False,False,True,False
1526,Senegal,SEN,2019,46.83367,68.82227,64.02553,Africa,False,False,True,False
1527,Senegal,SEN,2023,50.35582,69.2685,65.59709,Africa,False,False,True,False
1528,Serbia,SRB,2003,96.0,99.0,99.0,Europe,False,False,False,False
1529,Serbia,SRB,2005,97.0,99.0,99.63,Europe,False,False,False,False
1530,Serbia,SRB,2011,98.0,99.0,99.0,Europe,False,False,False,False
1531,Serbia,SRB,2014,98.5,99.5,99.83,Europe,False,False,False,False
1532,Serbia,SRB,2016,99.0,100.0,100.0,Europe,False,False,False,False
1533,Serbia,SRB,2019,99.0,100.0,100.0,Europe,False,False,False,False
1535,Seychelles,SYC,1994,88.0,98.0,99.0,Africa,False,False,False,False
1536,Seychelles,SYC,2002,92.0,99.0,99.0,Africa,False,False,False,False
1537,Seychelles,SYC,2010,94.0,99.0,99.0,Africa,False,False,False,False
1538,Sierra Leone,SLE,2004,35.0,60.0,37.0,Africa,False,False,True,True
1539,Sierra Leone,SLE,2005,36.966636,66.78999999999999,37.15,Africa,False,False,True,True
1540,Sierra Leone,SLE,2008,38.933272,73.58,41.3,Africa,False,False,False,True
1541,Sierra Leone,SLE,2010,40.899907999999996,76.63499999999999,49.46,Africa,False,False,False,True
1542,Sierra Leone,SLE,2013,42.866544,79.69,57.34,Africa,False,False,False,True
1543,Sierra Leone,SLE,2017,44.83318,78.74271,68.66314,Africa,False,False,False,False
1544,Sierra Leone,SLE,2019,43.57778,78.1976,67.86192,Africa,False,False,False,False
1546,Singapore,SGP,1990,89.0,99.0,99.0,Asia,False,False,False,False
1547,Singapore,SGP,2000,93.0,99.0,100.0,Asia,False,False,False,False
1548,Singapore,SGP,2010,96.0,100.0,100.0,Asia,False,False,False,False
1549,Singapore,SGP,2011,96.0,100.0,100.0,Asia,False,False,False,False
1550,Singapore,SGP,2012,96.0,100.0,100.0,Asia,False,False,False,False
1551,Singapore,SGP,2013,97.0,100.0,100.0,Asia,False,False,False,False
1552,Singapore,SGP,2014,97.0,100.0,100.0,Asia,False,False,False,False
1553,Singapore,SGP,2015,97.0,100.0,100.0,Asia,False,False,False,False
1554,Singapore,SGP,2016,97.0,100.0,100.0,Asia,False,False,False,False
1555,Singapore,SGP,2017,97.0,100.0,100.0,Asia,False,False,False,False
1556,Singapore,SGP,2018,97.0,100.0,100.0,Asia,False,False,False,False
1557,Singapore,SGP,2019,97.0,100.0,100.0,Asia,False,False,False,False
1558,Singapore,SGP,2020,97.0,100.0,100.0,Asia,False,False,False,False
1559,Singapore,SGP,2021,98.0,100.0,100.0,Asia,False,False,False,False
1560,Slovenia,SVN,1991,100.0,100.0,100.0,Europe,False,False,False,False
1562,Somalia,SOM,2006,54.0,76.0,23.79,Africa,False,False,False,True
1563,Somalia,SOM,2022,54.0,76.0,65.0,Africa,False,False,False,False
1565,South Africa,ZAF,1996,82.0,93.0,94.0,Africa,False,False,False,False
1566,South Africa,ZAF,2007,89.0,97.0,98.0,Africa,False,False,False,False
1567,South Africa,ZAF,2009,93.0,98.0,99.0,Africa,False,False,False,False
1568,South Africa,ZAF,2010,93.0,98.0,99.0,Africa,False,False,False,False
1569,South Africa,ZAF,2011,93.0,98.0,99.0,Africa,False,False,False,False
1570,South Africa,ZAF,2012,94.0,98.0,99.0,Africa,False,False,False,False
1571,South Africa,ZAF,2014,94.0,99.0,99.0,Africa,False,False,False,False
1572,South Africa,ZAF,2015,94.0,99.0,99.0,Africa,False,False,False,False
1573,South Africa,ZAF,2016,91.73724,95.83106,97.71958,Africa,False,False,False,False
1574,South Africa,ZAF,2017,87.0,94.0,97.0,Africa,False,False,False,False
1575,South Africa,ZAF,2019,95.0,98.0,99.0,Africa,False,False,False,False
1576,South Africa,ZAF,2021,90.0,96.0,97.0,Africa,False,False,False,False
1626,South Korea,KOR,2008,98.0,100.0,100.0,Asia,False,False,False,False
1627,South Sudan,SSD,2008,27.0,44.0,30.0,Africa,False,True,True,True
1628,South Sudan,SSD,2010,27.0,44.0,24.87,Africa,False,True,True,True
1630,Spain,ESP,1991,96.0,100.0,100.0,Europe,False,False,False,False
1631,Spain,ESP,2004,97.0,100.0,100.0,Europe,False,False,False,False
1632,Spain,ESP,2005,98.0,100.0,100.0,Europe,False,False,False,False
1633,Spain,ESP,2006,98.0,100.0,99.0,Europe,False,False,False,False
1634,Spain,ESP,2007,98.0,100.0,100.0,Europe,False,False,False,False
1635,Spain,ESP,2008,98.0,100.0,100.0,Europe,False,False,False,False
1636,Spain,ESP,2009,98.0,100.0,100.0,Europe,False,False,False,False
1637,Spain,ESP,2010,98.0,100.0,100.0,Europe,False,False,False,False
1638,Spain,ESP,2011,98.0,100.0,100.0,Europe,False,False,False,False
1639,Spain,ESP,2012,98.0,100.0,100.0,Europe,False,False,False,False
1640,Spain,ESP,2013,98.0,100.0,100.0,Europe,False,False,False,False
1641,Spain,ESP,2014,98.0,100.0,100.0,Europe,False,False,False,False
1642,Spain,ESP,2015,98.0,100.0,100.0,Europe,False,False,False,False
1643,Spain,ESP,2016,98.0,100.0,100.0,Europe,False,False,False,False
1644,Spain,ESP,2018,98.0,100.0,100.0,Europe,False,False,False,False
1645,Spain,ESP,2020,99.0,99.0,100.0,Europe,False,False,False,False
1646,Spain,ESP,2021,100.0,100.0,100.0,Europe,False,False,False,False
1648,Sri Lanka,LKA,2001,91.0,95.0,96.0,Asia,False,False,False,False
1649,Sri Lanka,LKA,2006,91.0,97.0,98.0,Asia,False,False,False,False
1650,Sri Lanka,LKA,2008,91.0,97.0,99.0,Asia,False,False,False,False
1651,Sri Lanka,LKA,2010,91.0,98.0,99.0,Asia,False,False,False,False
1652,Sri Lanka,LKA,2016,92.0,98.0,99.0,Asia,False,False,False,False
1653,Sri Lanka,LKA,2017,92.0,99.0,99.0,Asia,False,False,False,False
1654,Sri Lanka,LKA,2018,92.0,99.0,99.0,Asia,False,False,False,False
1655,Sri Lanka,LKA,2019,92.0,99.0,99.0,Asia,False,False,False,False
1656,Sri Lanka,LKA,2020,92.0,99.0,99.0,Asia,False,False,False,False
1657,Sri Lanka,LKA,2021,92.0,99.0,99.0,Asia,False,False,False,False
1658,Sri Lanka,LKA,2022,92.0,98.0,99.0,Asia,False,False,False,False
1659,Sri Lanka,LKA,2023,93.0,99.0,99.0,Asia,False,False,False,False
1739,Sudan,SDN,2000,61.0,86.0,72.0,Africa,False,False,False,False
1740,Sudan,SDN,2008,54.0,69.0,63.0,Africa,False,False,True,True
1741,Sudan,SDN,2010,54.0,69.0,64.81,Africa,False,False,True,False
1742,Sudan,SDN,2014,54.0,69.0,100.0,Africa,False,False,True,False
1743,Suriname,SUR,2004,90.0,96.0,94.0,South America,False,False,False,False
1744,Suriname,SUR,2006,92.5,97.5,94.92,South America,False,False,False,False
1745,Suriname,SUR,2008,95.0,99.0,99.0,South America,False,False,False,False
1746,Suriname,SUR,2010,95.0,98.0,99.0,South America,False,False,False,False
1747,Suriname,SUR,2012,93.0,98.0,97.0,South America,False,False,False,False
1748,Suriname,SUR,2018,93.0,97.44166,97.9577,South America,False,False,False,False
1750,Syria,SYR,2002,83.0,97.0,93.0,Asia,False,False,False,False
1751,Syria,SYR,2004,81.0,95.0,90.0,Asia,False,False,False,False
1752,Syria,SYR,2006,87.5,96.5,89.05,Asia,False,False,False,False
1753,Syria,SYR,2021,94.0,98.0,98.0,Asia,False,False,False,False
1755,Tajikistan,TJK,2000,99.0,100.0,100.0,Asia,False,False,False,False
1756,Tajikistan,TJK,2012,99.0,100.0,100.0,Asia,False,False,False,False
1757,Tajikistan,TJK,2017,99.0,100.0,96.42241,Asia,False,False,False,False
1759,Tanzania,TZA,2002,69.0,81.0,76.0,Africa,False,False,False,False
1760,Tanzania,TZA,2012,78.0,87.0,85.0,Africa,False,False,False,False
1761,Tanzania,TZA,2015,78.0,87.0,85.0,Africa,False,False,False,False
1762,Tanzania,TZA,2022,78.0,88.81121,85.12921,Africa,False,False,False,False
1764,Thailand,THA,2000,93.0,98.0,98.0,Asia,False,False,False,False
1765,Thailand,THA,2005,94.0,98.0,98.0,Asia,False,False,False,False
1766,Thailand,THA,2010,96.0,97.0,97.0,Asia,False,False,False,False
1767,Thailand,THA,2013,94.0,98.0,99.0,Asia,False,False,False,False
1768,Thailand,THA,2015,93.0,98.0,98.0,Asia,False,False,False,False
1769,Thailand,THA,2016,91.9814,97.36126,97.63726,Asia,False,False,False,False
1770,Thailand,THA,2018,94.0,98.0,99.0,Asia,False,False,False,False
1771,Thailand,THA,2019,91.26915,98.46694,98.57724,Asia,False,False,False,False
1772,Thailand,THA,2022,91.09987,97.94499,98.42796,Asia,False,False,False,False
1773,Togo,TGO,2000,53.0,84.0,64.0,Africa,False,False,False,False
1774,Togo,TGO,2006,57.0,85.0,68.0,Africa,False,False,False,False
1775,Togo,TGO,2009,57.0,88.0,75.0,Africa,False,False,False,False
1776,Togo,TGO,2010,58.5,87.5,51.42,Africa,False,False,False,True
1777,Togo,TGO,2011,60.0,87.0,73.0,Africa,False,False,False,False
1778,Togo,TGO,2014,62.0,88.61,67.68,Africa,False,False,False,False
1779,Togo,TGO,2015,64.0,90.0,78.0,Africa,False,False,False,False
1780,Togo,TGO,2017,65.5,89.43568,74.7365,Africa,False,False,False,False
1781,Togo,TGO,2019,67.0,92.0,84.0,Africa,False,False,False,False
1782,Togo,TGO,2022,72.59589,93.32553,87.65002,Africa,False,False,False,False
1784,Tonga,TON,1996,99.0,99.0,99.0,Oceania,False,False,False,False
1785,Tonga,TON,2006,99.0,99.0,100.0,Oceania,False,False,False,False
1786,Tonga,TON,2011,99.0,99.0,100.0,Oceania,False,False,False,False
1787,Tonga,TON,2016,97.0,98.0,98.0,Oceania,False,False,False,False
1788,Tonga,TON,2019,91.05162,99.91556,99.87335,Oceania,False,False,False,False
1790,Trinidad and Tobago,TTO,1990,97.0,99.0,99.0,North America,False,False,False,False
1791,Trinidad and Tobago,TTO,2006,97.0,94.025,99.18,North America,False,False,False,False
1792,Trinidad and Tobago,TTO,2022,97.0,89.05,99.7281,North America,False,False,False,False
1794,Tunisia,TUN,2004,74.0,96.0,92.0,Africa,False,False,False,False
1795,Tunisia,TUN,2007,77.0,98.0,95.0,Africa,False,False,False,False
1796,Tunisia,TUN,2008,78.0,98.0,95.0,Africa,False,False,False,False
1797,Tunisia,TUN,2010,79.0,98.0,96.0,Africa,False,False,False,False
1798,Tunisia,TUN,2011,80.0,98.0,96.0,Africa,False,False,False,False
1799,Tunisia,TUN,2012,80.0,98.0,96.0,Africa,False,False,False,False
1800,Tunisia,TUN,2014,79.0,97.0,96.0,Africa,False,False,False,False
1801,Tunisia,TUN,2018,79.47511,98.38471,97.53666,Africa,False,False,False,False
1802,Tunisia,TUN,2019,81.0,97.0,97.0,Africa,False,False,False,False
1803,Tunisia,TUN,2021,83.68263,98.83691,99.05225,Africa,False,False,False,False
1804,Tunisia,TUN,2023,86.24682,98.1943,98.12705,Africa,False,False,False,False
1808,Turkey,TUR,1990,79.0,97.0,88.0,Asia,False,False,False,False
1809,Turkey,TUR,2004,87.0,98.0,93.0,Asia,False,False,False,False
1810,Turkey,TUR,2005,88.0,98.0,94.0,Asia,False,False,False,False
1811,Turkey,TUR,2006,88.0,98.0,94.0,Asia,False,False,False,False
1812,Turkey,TUR,2007,89.0,99.0,94.0,Asia,False,False,False,False
1813,Turkey,TUR,2009,91.0,99.0,97.0,Asia,False,False,False,False
1814,Turkey,TUR,2010,93.0,99.0,97.0,Asia,False,False,False,False
1815,Turkey,TUR,2011,94.0,99.0,98.0,Asia,False,False,False,False
1816,Turkey,TUR,2012,95.0,100.0,98.0,Asia,False,False,False,False
1817,Turkey,TUR,2013,95.0,100.0,99.0,Asia,False,False,False,False
1818,Turkey,TUR,2014,95.0,100.0,99.0,Asia,False,False,False,False
1819,Turkey,TUR,2015,96.0,100.0,99.0,Asia,False,False,False,False
1820,Turkey,TUR,2016,96.0,100.0,99.0,Asia,False,False,False,False
1821,Turkey,TUR,2017,96.0,100.0,100.0,Asia,False,False,False,False
1822,Turkey,TUR,2018,96.5,100.0,98.8,Asia,False,False,False,False
1823,Turkey,TUR,2019,97.0,100.0,100.0,Asia,False,False,False,False
1824,Turkey,TUR,2021,97.0,100.0,100.0,Asia,False,False,False,False
1825,Turkey,TUR,2022,97.0,92.57,91.87,Asia,False,False,False,False
1826,Turkmenistan,TKM,1995,99.0,100.0,100.0,Asia,False,False,False,False
1827,Turkmenistan,TKM,2015,99.0,100.0,99.83259,Asia,False,False,False,False
1828,Turkmenistan,TKM,2019,99.0,100.0,99.98405,Asia,False,False,False,False
1831,Uganda,UGA,1991,56.0,77.0,63.0,Africa,False,False,False,True
1832,Uganda,UGA,2002,68.0,86.0,76.0,Africa,False,False,False,False
1833,Uganda,UGA,2006,71.0,87.0,81.0,Africa,False,False,False,False
1834,Uganda,UGA,2010,73.0,90.0,85.0,Africa,False,False,False,False
1835,Uganda,UGA,2012,70.0,86.0,82.0,Africa,False,False,False,False
1836,Uganda,UGA,2016,69.10132,81.41776,78.18981,Africa,False,False,False,False
1837,Ukraine,UKR,2001,99.0,100.0,100.0,Europe,False,False,False,False
1838,Ukraine,UKR,2005,99.0,100.0,100.0,Europe,False,False,False,False
1841,United Arab Emirates,ARE,2005,90.0,94.0,97.0,Asia,False,False,False,False
1842,United Arab Emirates,ARE,2019,98.0,98.0,99.0,Asia,False,False,False,False
1843,United Arab Emirates,ARE,2021,98.0,100.0,100.0,Asia,False,False,False,False
1844,United Arab Emirates,ARE,2022,98.0,100.0,100.0,Asia,False,False,False,False
1845,United Arab Emirates,ARE,2023,98.0,100.0,100.0,Asia,False,False,False,False
1896,Uruguay,URY,1996,97.0,98.0,99.0,South America,False,False,False,False
1897,Uruguay,URY,2006,98.0,98.0,99.0,South America,False,False,False,False
1898,Uruguay,URY,2007,98.0,98.0,99.0,South America,False,False,False,False
1899,Uruguay,URY,2008,98.0,98.6,99.2,South America,False,False,False,False
1900,Uruguay,URY,2009,98.0,98.6,99.3,South America,False,False,False,False
1901,Uruguay,URY,2010,98.0,98.4,99.2,South America,False,False,False,False
1902,Uruguay,URY,2011,98.0,98.6,99.1,South America,False,False,False,False
1903,Uruguay,URY,2012,98.0,98.6,99.3,South America,False,False,False,False
1904,Uruguay,URY,2013,98.0,98.6,99.3,South America,False,False,False,False
1905,Uruguay,URY,2014,98.0,98.3,99.4,South America,False,False,False,False
1906,Uruguay,URY,2015,99.0,98.6,99.2,South America,False,False,False,False
1907,Uruguay,URY,2016,99.0,98.9,99.4,South America,False,False,False,False
1908,Uruguay,URY,2017,99.0,98.6,99.3,South America,False,False,False,False
1909,Uruguay,URY,2018,99.0,98.6,99.2,South America,False,False,False,False
1910,Uruguay,URY,2019,99.0,98.7,99.3,South America,False,False,False,False
1911,Uruguay,URY,2021,99.0,99.1,99.2,South America,False,False,False,False
