country,year,education_development_index,education_spend_efficiency,illiteracy_burden_index,gender_gap_pct,log_gdp_norm,regional_convergence_index,education_development_index_norm,education_spend_efficiency_norm,illiteracy_burden_index_norm,gender_gap_pct_norm,log_gdp_norm_norm,regional_convergence_index_norm
Colombia,2004,0.8191713994118329,0.2877528571000393,0.07865168539325842,-0.9230769230769289,0.5314185423117936,-0.4666836182964518,0.8253676733748062,0.47621692991806297,0.08139534883720931,0.32918426709575827,0.4982233892104399,0.49110241833743074
Colombia,2005,0.821542738846109,0.2841354955501625,0.07865168539325842,-0.8196721311475527,0.5374072432959465,0.7223738525900087,0.8277885182101021,0.4723515046894161,0.08139534883720931,0.3304058523347496,0.5046363405416465,0.5198267584912633
Colombia,2006,0.8255941260689548,0.27883866231092913,0.0898876404494382,0.0,0.5467554637580256,-0.15922224462791756,0.8319244844460808,0.46669143655617534,0.09302325581395349,0.3400891499609014,0.5146468057519384,0.4985298348397092
Colombia,2007,0.8376629551522655,0.2814174427017747,0.07865168539325842,-1.0309278350515463,0.5562455124504908,0.06702949835380123,0.8442452691182768,0.46944705902975803,0.08139534883720931,0.3279101570702777,0.5248091465595033,0.5039954512501249
Colombia,2008,0.8481730633053438,0.2882657408042354,0.07865168539325842,-0.9230769230769289,0.5599073225011084,0.11545490354473342,0.8549747921351067,0.47676498506329146,0.08139534883720931,0.32918426709575827,0.5287303658190513,0.5051652751189026
Colombia,2009,0.8569331714584218,0.2970831246663834,0.07865168539325842,-1.0266940451745379,0.5598500467920384,-0.48741886487774466,0.8639177811785489,0.486187028605655,0.08139534883720931,0.3279601734681858,0.5286690325957533,0.49060151212342695
Colombia,2010,0.8669182796115,0.30117875480325074,0.07865168539325842,-0.817995910020447,0.5657395248082493,0.6223797201104674,0.8741113440033624,0.4905635201008976,0.08139534883720931,0.33042565457938405,0.5349757318255386,0.5174111767846966
Colombia,2011,0.8742984231706844,0.29836112333110976,0.06741573033707865,-1.0224948875255624,0.5759372998395746,0.060975545629156136,0.8816455595444828,0.48755266712773704,0.06976744186046512,0.32800978073400466,0.5458959355784957,0.5038492044945259
Colombia,2014,0.8814376910575397,0.2867135393355229,0.06741573033707865,-0.8154943934760566,0.5947241517220168,0.030239744385467227,0.8889338707587582,0.4751063400441591,0.06976744186046512,0.3304552065530277,0.5660136818322321,0.5031067125364491
Colombia,2015,0.8837591136864915,0.285335549730626,0.06741573033707865,-0.7128309572301454,0.5984235639558655,-0.008297033983066804,0.8913037566977372,0.47363385361720434,0.06976744186046512,0.3316680336953886,0.5699751670812904,0.5021757705446668
Colombia,2016,0.8910893404403514,0.2907234312287804,0.056179775280898875,-0.7121057985757913,0.600365909211571,-0.06466230135036238,0.8987870133425403,0.479391213722012,0.05813953488372093,0.3316766004464217,0.5720551115677825,0.500814141563426
Colombia,2018,0.8961573520876059,0.294722898976736,0.056179775280898875,-0.40526849037486473,0.60143445311087,-0.21837874541827723,0.90396082761988,0.4836649484098353,0.05813953488372093,0.33530146075972417,0.5731993530384446,0.4971007773781334
